id_recorrido,duracion_recorrido,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,long_estacion_origen,lat_estacion_origen,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,long_estacion_destino,lat_estacion_destino,id_usuario,modelo_bicicleta
7737532BAEcobici,731,2020-05-18 16:19:28 UTC,227BAEcobici,188 - Aranguren,"137 Aranguren, Juan F., Dr. & Portugal",-58.432786,-34.610456,2020-05-18 16:31:39 UTC,261BAEcobici,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,75413BAEcobici,ICONIC
7736446BAEcobici,1816,2020-05-18 08:07:28 UTC,236BAEcobici,254 - Plaza Rafael Hernandez,Vuelta de Obligado 2004,-58.455166,-34.562161,2020-05-18 08:37:44 UTC,156BAEcobici,156 - Plaza Alemania,2939 Cavia,-58.4074696,-34.5775895,244972BAEcobici,ICONIC
7736453BAEcobici,1442,2020-05-18 08:10:38 UTC,117BAEcobici,117 - HUMBERTO 1°,Peru  1016,-58.3741759,-34.6201008,2020-05-18 08:34:40 UTC,2BAEcobici,002 - Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. & Del Libertador Av.",-58.3747151,-34.5924233,212463BAEcobici,ICONIC
7738094BAEcobici,1056,2020-05-18 20:37:01 UTC,2BAEcobici,002 - Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. & Del Libertador Av.",-58.3747151,-34.5924233,2020-05-18 20:54:37 UTC,117BAEcobici,117 - HUMBERTO 1°,Peru  1016,-58.3741759,-34.6201008,212463BAEcobici,ICONIC
7737741BAEcobici,2224,2020-05-18 17:36:45 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2020-05-18 18:13:49 UTC,124BAEcobici,124 - UGARTECHE,3050 Ugarteche,-58.411965,-34.580538,543369BAEcobici,ICONIC
7736542BAEcobici,1121,2020-05-18 08:49:56 UTC,200BAEcobici,200 - AUSTRIA Y FRENCH,Austria 2075,-58.405361700000007,-34.5890696,2020-05-18 09:08:37 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,543369BAEcobici,ICONIC
7736476BAEcobici,1250,2020-05-18 08:22:38 UTC,155BAEcobici,155 - Parque José Evaristo Uriburu,300 Almafuerte Av. & Los Patos,-58.412408,-34.64117,2020-05-18 08:43:28 UTC,310BAEcobici,356 - ESTACIÓN LUGANO,Delfin Gallo 5792.,-58.476658633336569,-34.677356304189168,666071BAEcobici,ICONIC
7737267BAEcobici,1610,2020-05-18 14:47:55 UTC,166BAEcobici,166 - Cementerio de Recoleta,Vicente López 2100,-58.394147942865644,-34.588346663239754,2020-05-18 15:14:45 UTC,28BAEcobici,028 - Plaza Boedo,"3310 Calvo, Carlos & Sanchez De Loria",-58.4127377,-34.6231273,666071BAEcobici,ICONIC
7736524BAEcobici,1185,2020-05-18 08:42:00 UTC,46BAEcobici,046 - Chile,"Calle Perú, 718",-58.3743749,-34.6163012,2020-05-18 09:01:45 UTC,413BAEcobici,382 - MERCADO DE HACIENDA MATADEROS,Lisandro de la torre y Av. Directorio 2215,-58.5031426,-34.6602831,666072BAEcobici,ICONIC
7736536BAEcobici,756,2020-05-18 08:48:11 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,2020-05-18 09:00:47 UTC,11BAEcobici,011 - Tribunales,600 Talcahuano,-58.3850791,-34.6011762,198750BAEcobici,ICONIC
7737851BAEcobici,995,2020-05-18 18:16:48 UTC,64BAEcobici,064 - RIOBAMBA,Riobamba 1264 & Juncal,-58.3941087,-34.5936508,2020-05-18 18:33:23 UTC,75BAEcobici,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,224694BAEcobici,ICONIC
7736629BAEcobici,645,2020-05-18 09:27:16 UTC,174BAEcobici,174 - MINISTERIO DE EDUCACION,Marcelo T. de Alvear & Rodriguez Peña,-58.391768,-34.597225,2020-05-18 09:38:01 UTC,35BAEcobici,035 - INGENIERO BUTTY,Ing. E. Butty 291,-58.371847,-34.5964246,224694BAEcobici,ICONIC
7737940BAEcobici,806,2020-05-18 18:56:15 UTC,75BAEcobici,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,2020-05-18 19:09:41 UTC,174BAEcobici,174 - MINISTERIO DE EDUCACION,Marcelo T. de Alvear & Rodriguez Peña,-58.391768,-34.597225,224694BAEcobici,ICONIC
7736531BAEcobici,704,2020-05-18 08:45:09 UTC,122BAEcobici,122 - COSTA RICA,Costa Rica 4090,-58.4204199,-34.5916569,2020-05-18 08:56:53 UTC,319BAEcobici,329 - PASO Y LAVALLE,486 Paso,-58.4036,-34.6036,576505BAEcobici,ICONIC
7736534BAEcobici,870,2020-05-18 08:48:03 UTC,200BAEcobici,200 - AUSTRIA Y FRENCH,Austria 2075,-58.405361700000007,-34.5890696,2020-05-18 09:02:33 UTC,207BAEcobici,123 - BASUALDO Y RODO,Basualdo 1218,-58.4926339870569,-34.649323859081555,478514BAEcobici,ICONIC
7736547BAEcobici,1091,2020-05-18 08:52:22 UTC,200BAEcobici,200 - AUSTRIA Y FRENCH,Austria 2075,-58.405361700000007,-34.5890696,2020-05-18 09:10:33 UTC,186BAEcobici,186 - MANZANA 66,2875 Moreno,-58.4064415,-34.6136356,228040BAEcobici,ICONIC
7736714BAEcobici,952,2020-05-18 10:19:39 UTC,186BAEcobici,186 - MANZANA 66,2875 Moreno,-58.4064415,-34.6136356,2020-05-18 10:35:31 UTC,131BAEcobici,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.3990158,-34.5984043,228040BAEcobici,ICONIC
7737560BAEcobici,1948,2020-05-18 16:33:24 UTC,441BAEcobici,016 - Legislatura,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.",-58.3748,-34.609801,2020-05-18 17:05:52 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,434253BAEcobici,ICONIC
7736546BAEcobici,2007,2020-05-18 08:52:11 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,2020-05-18 09:25:38 UTC,444BAEcobici,061-Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.370716,-34.608936,434253BAEcobici,ICONIC
7736563BAEcobici,749,2020-05-18 08:58:32 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 09:11:01 UTC,189BAEcobici,189 - POSADAS,1350 Posadas,-58.3852113,-34.5886889,245354BAEcobici,ICONIC
7736576BAEcobici,1427,2020-05-18 09:06:50 UTC,284BAEcobici,229 - RIGLOS,1019 Riglos,-58.435056,-34.631018,2020-05-18 09:30:37 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,268188BAEcobici,ICONIC
7737518BAEcobici,480,2020-05-18 16:14:16 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,2020-05-18 16:22:16 UTC,268BAEcobici,399 - GARCIA DEL RIO,GARCIA DEL RIO & PINTO,-58.476521,-34.550015,373496BAEcobici,ICONIC
7737066BAEcobici,2160,2020-05-18 13:29:46 UTC,358BAEcobici,249 - Balbín,2519 Conesa,-58.465586,-34.561486,2020-05-18 14:05:46 UTC,99BAEcobici,099 - Malabia,780 Malabia & Loyola,-58.435408,-34.5960961,666074BAEcobici,ICONIC
7736607BAEcobici,2628,2020-05-18 09:19:45 UTC,258BAEcobici,336 - La Pampa,La Pampa 2512 & Ciudad de la Paz,-58.455334,-34.565521,2020-05-18 10:03:33 UTC,84BAEcobici,084 - Lavalle,Ayacucho 595,-58.3955144,-34.6023203,666075BAEcobici,ICONIC
7737413BAEcobici,3024,2020-05-18 15:44:00 UTC,84BAEcobici,084 - Lavalle,Ayacucho 595,-58.3955144,-34.6023203,2020-05-18 16:34:24 UTC,361BAEcobici,258 - Plaza J.J. Paso,1399 Moldes,-58.453608,-34.569187,666075BAEcobici,ICONIC
7736622BAEcobici,1739,2020-05-18 09:25:47 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,2020-05-18 09:54:46 UTC,31BAEcobici,031 - Padilla,"Padilla & Alvarez, Julian",-58.4396457,-34.6032081,128067BAEcobici,ICONIC
7736625BAEcobici,305,2020-05-18 09:26:30 UTC,164BAEcobici,164 - FACULTAD DE INGENIERIA,Estados Unidos 21,-58.3669021,-34.6181442,2020-05-18 09:31:35 UTC,152BAEcobici,152 - JULIETA LANTERI,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",-58.3596311,-34.6181645,254675BAEcobici,ICONIC
7736650BAEcobici,625,2020-05-18 09:39:23 UTC,284BAEcobici,229 - RIGLOS,1019 Riglos,-58.435056,-34.631018,2020-05-18 09:49:48 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,247365BAEcobici,ICONIC
7736638BAEcobici,277,2020-05-18 09:32:15 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2020-05-18 09:36:52 UTC,134BAEcobici,134 - SOLDADO DE LA FRONTERA,Soldado de la Frontera 4999,-58.4659,-34.68294,389427BAEcobici,ICONIC
7736646BAEcobici,432,2020-05-18 09:36:53 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,2020-05-18 09:44:05 UTC,9BAEcobici,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,666077BAEcobici,ICONIC
7737712BAEcobici,1316,2020-05-18 17:28:27 UTC,355BAEcobici,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,2020-05-18 17:50:23 UTC,90BAEcobici,090 - GUTIERREZ,"2685 Gutierrez, Juan Maria & Aguero",-58.3998749,-34.5866324,64883BAEcobici,ICONIC
7736680BAEcobici,1200,2020-05-18 09:55:19 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 10:15:19 UTC,355BAEcobici,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,64883BAEcobici,ICONIC
7736700BAEcobici,304,2020-05-18 10:08:16 UTC,135BAEcobici,135 - MARCELO T. DE ALVEAR,902 Esmeralda,-58.3787856,-34.5972818,2020-05-18 10:13:20 UTC,130BAEcobici,130 - RETIRO II,"Ramos Mejia, Av Dr Jose Maria & Av. Del Libertador",-58.3745419,-34.5921056,666080BAEcobici,ICONIC
7736734BAEcobici,636,2020-05-18 10:34:49 UTC,91BAEcobici,091 - Pasco,708 Pasco & Chile,-58.397602,-34.6174482,2020-05-18 10:45:25 UTC,168BAEcobici,168 - Estados Unidos,Estados Unidos & Lima,-58.3812271,-34.6186217,8630BAEcobici,ICONIC
7737844BAEcobici,1843,2020-05-18 18:13:47 UTC,101BAEcobici,101 - Fitz Roy,Fitz Roy  1092 & Loyola,-58.4424397,-34.5891857,2020-05-18 18:44:30 UTC,158BAEcobici,158 - VILLARROEL,1321 Villarroel & Humboldt CABA,-58.4450697,-34.592735,666081BAEcobici,ICONIC
7736804BAEcobici,1049,2020-05-18 11:18:48 UTC,355BAEcobici,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,2020-05-18 11:36:17 UTC,435BAEcobici,227 -Club Ciudad de Buenos Aires,Miguel Sanchez y Av Libertadores,-58.459499,-34.544503,164153BAEcobici,ICONIC
7736735BAEcobici,1103,2020-05-18 10:35:15 UTC,84BAEcobici,084 - Lavalle,Ayacucho 595,-58.3955144,-34.6023203,2020-05-18 10:53:38 UTC,14BAEcobici,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,376422BAEcobici,ICONIC
7736828BAEcobici,1739,2020-05-18 11:30:27 UTC,132BAEcobici,132 - CORRIENTES,Reconquista & Corrientes Av.,-58.372763,-34.6033685,2020-05-18 11:59:26 UTC,126BAEcobici,126 - Ministerio de Justicia y Seguridad,"Regimiento De Patricios Av. & Araoz De Lamadrid, Gregorio, Gral.",-58.3692243,-34.6402672,199736BAEcobici,ICONIC
7736751BAEcobici,1448,2020-05-18 10:42:10 UTC,126BAEcobici,126 - Ministerio de Justicia y Seguridad,"Regimiento De Patricios Av. & Araoz De Lamadrid, Gregorio, Gral.",-58.3692243,-34.6402672,2020-05-18 11:06:18 UTC,132BAEcobici,132 - CORRIENTES,Reconquista & Corrientes Av.,-58.372763,-34.6033685,199736BAEcobici,ICONIC
7737353BAEcobici,1667,2020-05-18 15:18:28 UTC,101BAEcobici,101 - Fitz Roy,Fitz Roy  1092 & Loyola,-58.4424397,-34.5891857,2020-05-18 15:46:15 UTC,134BAEcobici,134 - SOLDADO DE LA FRONTERA,Soldado de la Frontera 4999,-58.4659,-34.68294,254037BAEcobici,ICONIC
7736929BAEcobici,1069,2020-05-18 12:16:57 UTC,91BAEcobici,091 - Pasco,708 Pasco & Chile,-58.397602,-34.6174482,2020-05-18 12:34:46 UTC,138BAEcobici,138 - Hospital Britanico,153 Perdriel,-58.3876724,-34.6353595,516091BAEcobici,ICONIC
7736816BAEcobici,1482,2020-05-18 11:25:01 UTC,424BAEcobici,387 - Luna,201 Luna,-58.39965,-34.638584,2020-05-18 11:49:43 UTC,91BAEcobici,091 - Pasco,708 Pasco & Chile,-58.397602,-34.6174482,516091BAEcobici,ICONIC
7736761BAEcobici,1394,2020-05-18 10:50:56 UTC,323BAEcobici,240 - ECHEVERRIA,1981 Vidal,-58.459298,-34.565409,2020-05-18 11:14:10 UTC,235BAEcobici,281 - Villa Urquiza,Triunvirato Av. & Roosevelt Franklin D. Av.,-58.487074,-34.573795,666083BAEcobici,ICONIC
7737962BAEcobici,419,2020-05-18 19:08:43 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,2020-05-18 19:15:42 UTC,25BAEcobici,025 - Plaza Guemes,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General",-58.4161178,-34.5894269,40265BAEcobici,ICONIC
7737372BAEcobici,965,2020-05-18 15:23:43 UTC,257BAEcobici,264 - Plaza Marcos Sastre,Miller & Monroe,-58.481236,-34.570825,2020-05-18 15:39:48 UTC,268BAEcobici,399 - GARCIA DEL RIO,GARCIA DEL RIO & PINTO,-58.476521,-34.550015,350345BAEcobici,ICONIC
7736791BAEcobici,1554,2020-05-18 11:14:15 UTC,118BAEcobici,118 - MEXICO,Saavedra & Mexico,-58.4026531,-34.6170196,2020-05-18 11:40:09 UTC,99BAEcobici,099 - Malabia,780 Malabia & Loyola,-58.435408,-34.5960961,658411BAEcobici,ICONIC
7736915BAEcobici,618,2020-05-18 12:11:47 UTC,87BAEcobici,087 - Guayaquil,Guayaquil & Doblas,-58.4314942,-34.619845,2020-05-18 12:22:05 UTC,199BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,3568 Estados Unidos & Boedo Av.,-58.4160137,-34.6222601,80312BAEcobici,ICONIC
7736857BAEcobici,1118,2020-05-18 11:47:59 UTC,45BAEcobici,045 - Uruguay,561 Uruguay & Av. Tucuman,-58.3866934,-34.6018635,2020-05-18 12:06:37 UTC,45BAEcobici,045 - Uruguay,561 Uruguay & Av. Tucuman,-58.3866934,-34.6018635,280065BAEcobici,ICONIC
7737538BAEcobici,3301,2020-05-18 16:22:54 UTC,189BAEcobici,189 - POSADAS,1350 Posadas,-58.3852113,-34.5886889,2020-05-18 17:17:55 UTC,236BAEcobici,254 - Plaza Rafael Hernandez,Vuelta de Obligado 2004,-58.455166,-34.562161,209694BAEcobici,ICONIC
7736916BAEcobici,2540,2020-05-18 12:12:22 UTC,27BAEcobici,027 - Montevideo,Cordoba Av. & Montevideo,-58.3900887,-34.599068,2020-05-18 12:54:42 UTC,27BAEcobici,027 - Montevideo,Cordoba Av. & Montevideo,-58.3900887,-34.599068,435424BAEcobici,ICONIC
7737340BAEcobici,1352,2020-05-18 15:12:43 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 15:35:15 UTC,128BAEcobici,128 - PARQUE DEL BAJO,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General",-58.3689118,-34.6041138,109958BAEcobici,ICONIC
7736970BAEcobici,1155,2020-05-18 12:44:33 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2020-05-18 13:03:48 UTC,376BAEcobici,324 - Las Victorias,"4083 Vallese, Felipe",-58.487078,-34.626778,320541BAEcobici,ICONIC
7736881BAEcobici,1529,2020-05-18 11:58:35 UTC,358BAEcobici,249 - Balbín,2519 Conesa,-58.465586,-34.561486,2020-05-18 12:24:04 UTC,358BAEcobici,249 - Balbín,2519 Conesa,-58.465586,-34.561486,226181BAEcobici,ICONIC
7736895BAEcobici,681,2020-05-18 12:06:56 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 12:18:17 UTC,25BAEcobici,025 - Plaza Guemes,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General",-58.4161178,-34.5894269,62963BAEcobici,ICONIC
7737632BAEcobici,2088,2020-05-18 16:57:09 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 17:31:57 UTC,289BAEcobici,255 - BARRANCAS DE BELGRANO,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",-58.448314,-34.559801,666095BAEcobici,ICONIC
7738244BAEcobici,2667,2020-05-18 23:47:59 UTC,179BAEcobici,179 - CASA SAN,Olavarría 811,-58.3642885,-34.6384786,2020-05-19 00:32:26 UTC,218BAEcobici,067 - Senillosa,Senillosa 1905 & Zañartu,-58.425464,-34.638523,640347BAEcobici,ICONIC
7736901BAEcobici,1094,2020-05-18 12:08:07 UTC,45BAEcobici,045 - Uruguay,561 Uruguay & Av. Tucuman,-58.3866934,-34.6018635,2020-05-18 12:26:21 UTC,30BAEcobici,030 - Peña,Peña & Azcuenaga,-58.3973698,-34.5908211,488355BAEcobici,ICONIC
7737135BAEcobici,711,2020-05-18 13:55:30 UTC,329BAEcobici,100 - Plaza Gurruchaga,1078 Gurruchaga,-58.435187,-34.593141,2020-05-18 14:07:21 UTC,167BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,-58.44854,-34.606984,230227BAEcobici,ICONIC
7736907BAEcobici,753,2020-05-18 12:10:02 UTC,128BAEcobici,128 - PARQUE DEL BAJO,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General",-58.3689118,-34.6041138,2020-05-18 12:22:35 UTC,48BAEcobici,034 - Colonia Express,150 Dellepiane Y Pedro de Mendoza,-58.362131,-34.624255,143752BAEcobici,ICONIC
7737420BAEcobici,1244,2020-05-18 15:46:12 UTC,361BAEcobici,258 - Plaza J.J. Paso,1399 Moldes,-58.453608,-34.569187,2020-05-18 16:06:56 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,666096BAEcobici,ICONIC
7737055BAEcobici,1669,2020-05-18 13:21:54 UTC,257BAEcobici,264 - Plaza Marcos Sastre,Miller & Monroe,-58.481236,-34.570825,2020-05-18 13:49:43 UTC,418BAEcobici,345 - Plaza Mafalda,"Arenal, Concepcion & Martinez, Enrique, Gral.",-58.4446136,-34.580773,666096BAEcobici,ICONIC
7736993BAEcobici,1290,2020-05-18 13:01:04 UTC,126BAEcobici,126 - Ministerio de Justicia y Seguridad,"Regimiento De Patricios Av. & Araoz De Lamadrid, Gregorio, Gral.",-58.3692243,-34.6402672,2020-05-18 13:22:34 UTC,196BAEcobici,196 - HOSPITAL ARGERICH,750 Pi Y Margall & Necochea,-58.3657211,-34.6275351,305598BAEcobici,ICONIC
7736996BAEcobici,1244,2020-05-18 13:01:45 UTC,126BAEcobici,126 - Ministerio de Justicia y Seguridad,"Regimiento De Patricios Av. & Araoz De Lamadrid, Gregorio, Gral.",-58.3692243,-34.6402672,2020-05-18 13:22:29 UTC,196BAEcobici,196 - HOSPITAL ARGERICH,750 Pi Y Margall & Necochea,-58.3657211,-34.6275351,305573BAEcobici,ICONIC
7736934BAEcobici,1993,2020-05-18 12:19:32 UTC,323BAEcobici,240 - ECHEVERRIA,1981 Vidal,-58.459298,-34.565409,2020-05-18 12:52:45 UTC,70BAEcobici,070 - ARAOZ,1413 Araoz & Gorriti CABA,-58.4260597,-34.5926862,565206BAEcobici,ICONIC
7736944BAEcobici,920,2020-05-18 12:24:54 UTC,167BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,-58.44854,-34.606984,2020-05-18 12:40:14 UTC,167BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,-58.44854,-34.606984,189501BAEcobici,ICONIC
7736945BAEcobici,928,2020-05-18 12:25:22 UTC,105BAEcobici,105 - 15 DE NOVIEMBRE,2687 15 De Noviembre De 1889 & Catamarca,-58.4008662,-34.6340844,2020-05-18 12:40:50 UTC,105BAEcobici,105 - 15 DE NOVIEMBRE,2687 15 De Noviembre De 1889 & Catamarca,-58.4008662,-34.6340844,11749BAEcobici,ICONIC
7736974BAEcobici,745,2020-05-18 12:48:00 UTC,6BAEcobici,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,2020-05-18 13:00:25 UTC,172BAEcobici,172 - BRASIL,BRASIL&DEFENSA,-58.371082,-34.625426,666099BAEcobici,ICONIC
7736997BAEcobici,1527,2020-05-18 13:02:34 UTC,299BAEcobici,221 - CULPINA,Culpina 121,-58.466143,-34.631705,2020-05-18 13:28:01 UTC,449BAEcobici,352 - San Jose de Flores,Avenida Rivadavia y Fray Cayetano,-58.463251,-34.629083,297820BAEcobici,ICONIC
7737828BAEcobici,986,2020-05-18 18:09:46 UTC,58BAEcobici,058 - Ministro Carranza,Santa Fe Av. & Dorrego,-58.4346883,-34.5752773,2020-05-18 18:26:12 UTC,229BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,Cordoba 6599,-58.45153,-34.581576,107943BAEcobici,ICONIC
7738181BAEcobici,380,2020-05-18 22:19:59 UTC,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,2020-05-18 22:26:19 UTC,66BAEcobici,066 - Billinghurst,3508 Carcova,-58.4138713,-34.5945475,168359BAEcobici,ICONIC
7737010BAEcobici,1807,2020-05-18 13:06:47 UTC,273BAEcobici,223 - GAINZA,"494 Gainza, Martin De, Gral.",-58.446751,-34.616758,2020-05-18 13:36:54 UTC,261BAEcobici,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,238674BAEcobici,ICONIC
7737295BAEcobici,1010,2020-05-18 14:55:36 UTC,261BAEcobici,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,2020-05-18 15:12:26 UTC,256BAEcobici,209 - PAYSANDU,1182 Paysandu,-58.454304,-34.610398,238674BAEcobici,ICONIC
7737387BAEcobici,664,2020-05-18 15:30:51 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 15:41:55 UTC,359BAEcobici,250 - Fleni,2292 Montañeses,-58.450479,-34.555602,502401BAEcobici,ICONIC
7737018BAEcobici,2073,2020-05-18 13:09:12 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,2020-05-18 13:43:45 UTC,93BAEcobici,093 - CARLOS CALVO,Sarandi 1010,-58.3944635,-34.620798,349350BAEcobici,ICONIC
7737182BAEcobici,3409,2020-05-18 14:12:23 UTC,86BAEcobici,086 - SAAVEDRA,1019 Saavedra,-58.4016808,-34.6212681,2020-05-18 15:09:12 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,349350BAEcobici,ICONIC
7737012BAEcobici,1795,2020-05-18 13:07:35 UTC,64BAEcobici,064 - RIOBAMBA,Riobamba 1264 & Juncal,-58.3941087,-34.5936508,2020-05-18 13:37:30 UTC,17BAEcobici,017 - Plaza Almagro,"441 Bulnes & Peron, Juan Domingo, Tte. General",-58.4187306,-34.6064101,234707BAEcobici,ICONIC
7737022BAEcobici,1508,2020-05-18 13:10:12 UTC,343BAEcobici,219 - Parque Chacabuco 2 / off line,Av. Asamblea & Faraday,-58.4411639,-34.6357272,2020-05-18 13:35:20 UTC,298BAEcobici,271 - Plazoleta 11 de Noviembre,Varela 401,-58.463437,-34.634443,529780BAEcobici,ICONIC
7737041BAEcobici,1466,2020-05-18 13:18:27 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2020-05-18 13:42:53 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,666104BAEcobici,ICONIC
7737038BAEcobici,1467,2020-05-18 13:18:02 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2020-05-18 13:42:29 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,666105BAEcobici,ICONIC
7737162BAEcobici,862,2020-05-18 14:05:37 UTC,258BAEcobici,336 - La Pampa,La Pampa 2512 & Ciudad de la Paz,-58.455334,-34.565521,2020-05-18 14:19:59 UTC,248BAEcobici,346 - Plaza Zapiola,2001 Donado,-58.474635,-34.573522,100613BAEcobici,ICONIC
7737052BAEcobici,777,2020-05-18 13:21:12 UTC,248BAEcobici,346 - Plaza Zapiola,2001 Donado,-58.474635,-34.573522,2020-05-18 13:34:09 UTC,258BAEcobici,336 - La Pampa,La Pampa 2512 & Ciudad de la Paz,-58.455334,-34.565521,100613BAEcobici,ICONIC
7737074BAEcobici,1548,2020-05-18 13:33:48 UTC,444BAEcobici,061-Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.370716,-34.608936,2020-05-18 13:59:36 UTC,30BAEcobici,030 - Peña,Peña & Azcuenaga,-58.3973698,-34.5908211,163651BAEcobici,ICONIC
7737656BAEcobici,1446,2020-05-18 17:03:56 UTC,38BAEcobici,038 - Plaza Libertad,Cerrito 990 y Av. Marcelo T. De Alvear,-58.3828403,-34.5970497,2020-05-18 17:28:02 UTC,91BAEcobici,091 - Pasco,708 Pasco & Chile,-58.397602,-34.6174482,125050BAEcobici,ICONIC
7737098BAEcobici,1284,2020-05-18 13:44:47 UTC,91BAEcobici,091 - Pasco,708 Pasco & Chile,-58.397602,-34.6174482,2020-05-18 14:06:11 UTC,135BAEcobici,135 - MARCELO T. DE ALVEAR,902 Esmeralda,-58.3787856,-34.5972818,125050BAEcobici,ICONIC
7737103BAEcobici,1806,2020-05-18 13:45:52 UTC,227BAEcobici,188 - Aranguren,"137 Aranguren, Juan F., Dr. & Portugal",-58.432786,-34.610456,2020-05-18 14:15:58 UTC,241BAEcobici,348 - Villa del Parque,"Gutierrez, Ricardo 3105",-58.494123,-34.600874,107642BAEcobici,ICONIC
